Site,Product_Group,Truck_Appointment_Date,BL_weight,Freight_Amount
AMAZ,SW,2024-12-30,187255.0,16328.27
AMAZ,SW,2024-12-31,185118.0,15699.769999999999
AMAZ,SW,2025-01-02,157742.0,10665.67
AMAZ,SW,2025-01-03,176921.0,17395.49
AMAZ,SW,2025-01-06,209797.0,5304.639999999999
AMAZ,SW,2025-01-07,220559.0,13826.68
AMAZ,SW,2025-01-08,202321.0,13853.58
AMAZ,SW,2025-01-09,109817.0,4215.27
AMAZ,SW,2025-01-10,234836.0,24333.23
AMAZ,SW,2025-01-13,99449.0,4215.75
AMAZ,SW,2025-01-14,184395.0,11551.67
AMAZ,SW,2025-01-15,165468.0,20346.69
AMAZ,SW,2025-01-16,145578.0,8446.32
AMAZ,SW,2025-01-17,222486.0,21615.239999999998
AMAZ,SW,2025-01-20,172313.0,14643.869999999999
AMAZ,SW,2025-01-21,96068.0,6449.64
AMAZ,SW,2025-01-22,38978.0,733.52
AMAZ,SW,2025-01-23,35238.0,880.16
AMAZ,SW,2025-01-24,34440.0,877.45
AMAZ,SW,2025-01-25,22692.0,2049.36
AMAZ,SW,2025-01-27,57034.0,6333.0
AMAZ,SW,2025-01-28,183557.0,7297.2
AMAZ,SW,2025-01-29,179885.0,13370.58
AMAZ,SW,2025-01-30,103858.0,2275.85
AMAZ,SW,2025-01-31,201445.0,16744.56
AMAZ,SW,2025-02-03,248525.0,20533.829999999998
AMAZ,SW,2025-02-04,161256.0,7785.33
AMAZ,SW,2025-02-05,162551.0,8574.84
AMAZ,SW,2025-02-06,69241.0,4719.98
AMAZ,SW,2025-02-07,178090.0,10155.08
AMAZ,SW,2025-02-10,37884.0,779.58
AMAZ,SW,2025-02-17,11214.0,450.0
AMAZ,SW,2025-03-27,4598.0,0.0
AMAZ,SW,2025-07-25,30100.0,692.0
AMAZ,SW,2027-05-06,18642.0,2173.56
AMAZ,SW,2027-10-17,22095.0,650.72
AMIN,SW,2022-02-13,16248.0,1796.44
AMIN,SW,2022-10-19,23852.0,4280.84
AMIN,SW,2022-10-20,4596.0,1563.26
AMIN,SW,2022-10-26,16240.0,872.6600000000001
AMIN,SW,2022-10-27,18236.0,7117.51
AMIN,SW,2022-10-31,68907.0,6128.83
AMIN,SW,2022-11-01,77070.0,4555.32
AMIN,SW,2022-11-09,53926.0,5059.58
AMIN,SW,2022-11-10,20488.0,4077.6800000000003
AMIN,SW,2022-11-11,5214.0,4963.94
AMIN,SW,2022-11-14,17524.0,1705.6
AMIN,SW,2022-11-18,8604.0,765.0
AMIN,SW,2022-11-21,71450.0,4192.02
AMIN,SW,2022-11-22,38493.0,500.0
AMIN,SW,2022-12-07,11150.0,2128.4
AMIN,SW,2023-01-02,7565.0,792.06
AMIN,SW,2023-01-04,6000.0,823.53
AMIN,SW,2023-01-11,48618.0,3320.99
AMIN,SW,2023-01-12,105027.0,12143.75
AMIN,SW,2023-01-13,32000.0,599.15
AMIN,SW,2023-01-24,7170.0,500.0
AMIN,SW,2023-01-30,23192.0,2013.18
AMIN,SW,2023-02-02,72377.0,3210.77
AMIN,SW,2023-02-03,12177.0,2196.09
AMIN,SW,2023-02-08,32985.0,1836.07
AMIN,SW,2023-02-09,43186.0,3335.83
AMIN,SW,2023-02-10,54311.0,2788.0299999999997
AMIN,SW,2023-02-14,4964.0,661.44
AMIN,SW,2023-02-21,33293.0,2597.46
AMIN,SW,2023-02-22,127570.0,10125.34
AMIN,SW,2023-02-23,69807.0,6635.24
AMIN,SW,2023-02-24,50993.0,3504.81
AMIN,SW,2023-02-27,74591.0,8193.96
AMIN,SW,2023-02-28,163462.0,30491.75
AMIN,SW,2023-03-01,72371.0,8621.35
AMIN,SW,2023-03-02,116761.0,9338.08
AMIN,SW,2023-03-03,108718.0,7277.93
AMIN,SW,2023-03-06,22513.0,7812.55
AMIN,SW,2023-03-07,132023.0,14984.41
AMIN,SW,2023-03-08,159986.0,14175.08
AMIN,SW,2023-03-09,169946.0,11908.8
AMIN,SW,2023-03-10,100118.0,5212.92
AMIN,SW,2023-03-12,37218.0,595.0
AMIN,SW,2023-03-13,65590.0,6847.23
AMIN,SW,2023-03-14,108202.0,8409.64
AMIN,SW,2023-03-15,136343.0,8351.21
AMIN,SW,2023-03-16,110766.0,10298.29
AMIN,SW,2023-03-17,87934.0,8425.02
AMIN,SW,2023-03-20,44456.0,3423.1
AMIN,SW,2023-03-21,105199.0,11574.75
AMIN,SW,2023-03-22,114382.0,13000.02
AMIN,SW,2023-03-23,96880.0,15280.66
AMIN,SW,2023-03-24,70756.0,9816.97
AMIN,SW,2023-03-27,129052.0,14362.12
AMIN,SW,2023-03-28,121404.0,7457.45
AMIN,SW,2023-03-29,150181.0,12817.14
AMIN,SW,2023-03-30,115493.0,10772.220000000001
AMIN,SW,2023-03-31,53560.0,6143.7
AMIN,SW,2023-04-03,46384.0,3029.2200000000003
AMIN,SW,2023-04-04,35299.0,2348.96
AMIN,SW,2023-04-05,43058.0,8557.199999999999
AMIN,SW,2023-04-06,16552.0,8503.18
AMIN,SW,2023-04-10,78657.0,8321.74
AMIN,SW,2023-04-11,110270.0,6710.18
AMIN,SW,2023-04-12,64029.0,3276.81
AMIN,SW,2023-04-13,78544.0,4657.01
AMIN,SW,2023-04-14,4694.0,3724.94
AMIN,SW,2023-04-17,66899.0,8251.88
AMIN,SW,2023-04-18,33981.0,1421.6
AMIN,SW,2023-04-19,18050.0,1886.32
AMIN,SW,2023-04-20,123412.0,7908.0
AMIN,SW,2023-04-21,136833.0,9718.96
AMIN,SW,2023-04-22,29330.0,0.0
AMIN,SW,2023-04-24,125800.0,6485.08
AMIN,SW,2023-04-25,119771.0,13852.32
AMIN,SW,2023-04-26,127525.0,8820.54
AMIN,SW,2023-04-27,126736.0,13032.38
AMIN,SW,2023-04-28,19500.0,6195.08
AMIN,SW,2023-05-01,6637.0,2786.44
AMIN,SW,2023-05-02,12661.0,1461.15
AMIN,SW,2023-05-03,86753.0,15077.17
AMIN,SW,2023-05-04,67805.0,10822.640000000001
AMIN,SW,2023-05-05,35331.0,1383.75
AMIN,SW,2023-05-08,106233.0,10701.619999999999
AMIN,SW,2023-05-09,108188.0,12457.619999999999
AMIN,SW,2023-05-10,108245.0,7135.98
AMIN,SW,2023-05-11,62580.0,4669.34
AMIN,SW,2023-05-12,30698.0,6710.57
AMIN,SW,2023-05-14,23192.0,1912.62
AMIN,SW,2023-05-15,30132.0,4790.49
AMIN,SW,2023-05-16,23970.0,1532.04
AMIN,SW,2023-05-17,24701.0,6218.860000000001
AMIN,SW,2023-05-18,97459.0,10180.71
AMIN,SW,2023-05-19,23293.0,838.5
AMIN,SW,2023-05-22,63064.0,10227.41
AMIN,SW,2023-05-23,51680.0,3729.15
AMIN,SW,2023-05-24,83295.0,6812.1900000000005
AMIN,SW,2023-05-25,5512.0,2704.41
AMIN,SW,2023-05-26,121021.0,15246.74
AMIN,SW,2023-05-30,110070.0,8614.24
AMIN,SW,2023-05-31,89582.0,7025.42
AMIN,SW,2023-06-01,61331.0,5888.18
AMIN,SW,2023-06-02,17156.0,2884.06
AMIN,SW,2023-06-05,5788.0,369.36
AMIN,SW,2023-06-06,20592.0,4067.18
AMIN,SW,2023-06-07,129302.0,6820.17
AMIN,SW,2023-06-08,113154.0,13016.36
AMIN,SW,2023-06-09,40676.0,1346.15
AMIN,SW,2023-06-12,81212.0,10797.24
AMIN,SW,2023-06-13,32530.0,3537.76
AMIN,SW,2023-06-14,55904.0,10112.84
AMIN,SW,2023-06-15,10776.0,2622.54
AMIN,SW,2023-06-16,90623.0,6332.58
AMIN,SW,2023-06-19,116702.0,4582.88
AMIN,SW,2023-06-20,23483.0,2901.1800000000003
AMIN,SW,2023-06-21,45712.0,4708.28
AMIN,SW,2023-06-22,104558.0,5008.549999999999
AMIN,SW,2023-06-23,63424.0,4681.66
AMIN,SW,2023-06-26,74950.0,8564.699999999999
AMIN,SW,2023-06-27,22582.0,3484.24
AMIN,SW,2023-06-28,86693.0,5379.650000000001
AMIN,SW,2023-06-29,138440.0,8793.76
AMIN,SW,2023-06-30,169259.0,8421.68
AMIN,SW,2023-07-05,110489.0,3950.31
AMIN,SW,2023-07-06,23192.0,2025.1
AMIN,SW,2023-07-07,30227.0,1785.4
AMIN,SW,2023-07-10,50602.0,3646.34
AMIN,SW,2023-07-11,60123.0,6759.99
AMIN,SW,2023-07-12,94423.0,12370.869999999999
AMIN,SW,2023-07-13,46267.0,5355.48
AMIN,SW,2023-07-14,37434.0,2005.58
AMIN,SW,2023-07-17,58495.0,4869.52
AMIN,SW,2023-07-18,91961.0,4155.98
AMIN,SW,2023-07-20,99538.0,8458.32
AMIN,SW,2023-07-21,54260.0,5805.48
AMIN,SW,2023-07-24,123553.0,7248.3
AMIN,SW,2023-07-25,44216.0,2669.54
AMIN,SW,2023-07-26,78951.0,7562.87
AMIN,SW,2023-07-27,110510.0,10344.78
AMIN,SW,2023-07-28,24622.0,3483.1800000000003
AMIN,SW,2023-07-31,101053.0,12866.84
AMIN,SW,2023-08-01,62201.0,6386.97
AMIN,SW,2023-08-02,11288.0,2018.17
AMIN,SW,2023-08-04,63255.0,4921.15
AMIN,SW,2023-08-07,47232.0,2385.8
AMIN,SW,2023-08-08,42457.0,5032.91
AMIN,SW,2023-08-09,23317.0,1377.3400000000001
AMIN,SW,2023-08-10,16869.0,4736.35
AMIN,SW,2023-08-11,37052.0,722.86
AMIN,SW,2023-08-14,130286.0,14144.77
AMIN,SW,2023-08-15,41028.0,9307.35
AMIN,SW,2023-08-16,25808.0,4203.85
AMIN,SW,2023-08-18,23192.0,696.95
AMIN,SW,2023-08-22,1434.0,500.0
AMIN,SW,2023-08-29,80156.0,10797.99
AMIN,SW,2023-08-30,33273.0,3800.43
AMIN,SW,2023-08-31,90658.0,7400.9
AMIN,SW,2023-09-01,15678.0,1244.19
AMIN,SW,2023-09-05,133288.0,6658.07
AMIN,SW,2023-09-06,74552.0,13849.02
AMIN,SW,2023-09-08,43027.0,2510.6099999999997
AMIN,SW,2023-09-11,93001.0,6449.04
AMIN,SW,2023-09-12,104944.0,10667.03
AMIN,SW,2023-09-13,38362.0,4687.15
AMIN,SW,2023-09-14,55552.0,3275.56
AMIN,SW,2023-09-15,59778.0,7116.68
AMIN,SW,2023-09-18,102472.0,6980.07
AMIN,SW,2023-09-19,50745.0,8664.04
AMIN,SW,2023-09-20,61463.0,12476.54
AMIN,SW,2023-09-21,58060.0,7734.73
AMIN,SW,2023-09-22,49053.0,4316.11
AMIN,SW,2023-09-25,135944.0,4286.68
AMIN,SW,2023-09-26,69718.0,9689.17
AMIN,SW,2023-09-27,160231.0,7609.76
AMIN,SW,2023-09-28,115739.0,7273.9400000000005
AMIN,SW,2023-09-29,119348.0,14284.21
AMIN,SW,2023-10-02,10727.0,752.26
AMIN,SW,2023-10-03,27166.0,3571.25
AMIN,SW,2023-10-04,57669.0,7192.05
AMIN,SW,2023-10-05,53631.0,8663.26
AMIN,SW,2023-10-06,77030.0,12090.98
AMIN,SW,2023-10-09,69546.0,8937.619999999999
AMIN,SW,2023-10-11,44269.0,5199.06
AMIN,SW,2023-10-12,33987.0,4067.73
AMIN,SW,2023-10-13,77143.0,9978.01
AMIN,SW,2023-10-16,49528.0,5903.13
AMIN,SW,2023-10-17,6622.0,1574.22
AMIN,SW,2023-10-18,46556.0,7500.59
AMIN,SW,2023-10-19,67170.0,2288.77
AMIN,SW,2023-10-20,148679.0,15603.81
AMIN,SW,2023-10-23,196743.0,9653.53
AMIN,SW,2023-10-24,123620.0,15736.92
AMIN,SW,2023-10-25,75316.0,8797.68
AMIN,SW,2023-10-26,120119.0,11962.51
AMIN,SW,2023-10-27,68354.0,2040.53
AMIN,SW,2023-10-30,13580.0,2547.48
AMIN,SW,2023-10-31,104170.0,5528.01
AMIN,SW,2023-11-01,21568.0,4003.96
AMIN,SW,2023-11-02,7580.0,2976.87
AMIN,SW,2023-11-03,67195.0,8654.15
AMIN,SW,2023-11-08,47836.0,5938.8099999999995
AMIN,SW,2023-11-09,154539.0,15867.36
AMIN,SW,2023-11-10,50005.0,9275.38
AMIN,SW,2023-11-13,101644.0,9825.59
AMIN,SW,2023-11-14,66584.0,7871.13
AMIN,SW,2023-11-15,72119.0,4334.1
AMIN,SW,2023-11-16,59001.0,4168.23
AMIN,SW,2023-11-17,55091.0,6519.44
AMIN,SW,2023-11-20,162044.0,12284.9
AMIN,SW,2023-11-21,89162.0,8579.5
AMIN,SW,2023-11-22,29573.0,5357.2
AMIN,SW,2023-11-27,36703.0,4854.45
AMIN,SW,2023-11-28,49105.0,16068.94
AMIN,SW,2023-11-29,131489.0,11427.69
AMIN,SW,2023-11-30,165316.0,11047.56
AMIN,SW,2023-12-01,38099.0,5852.51
AMIN,SW,2023-12-04,23794.0,4827.55
AMIN,SW,2023-12-06,48375.0,7247.39
AMIN,SW,2023-12-07,99238.0,7267.5599999999995
AMIN,SW,2023-12-08,21712.0,5451.43
AMIN,SW,2023-12-11,78785.0,8065.570000000001
AMIN,SW,2023-12-12,34189.0,3712.2200000000003
AMIN,SW,2023-12-13,42081.0,13118.06
AMIN,SW,2023-12-14,44513.0,2534.5
AMIN,SW,2023-12-15,275679.0,15080.39
AMIN,SW,2023-12-18,114335.0,13269.130000000001
AMIN,SW,2023-12-19,133692.0,16189.97
AMIN,SW,2023-12-20,116441.0,19323.57
AMIN,SW,2023-12-21,65058.0,5104.87
AMIN,SW,2023-12-27,154585.0,10435.93
AMIN,SW,2023-12-28,122053.0,17641.13
AMIN,SW,2023-12-29,66998.0,6465.51
AMIN,SW,2024-01-02,27732.0,5592.700000000001
AMIN,SW,2024-01-03,12934.0,1336.5700000000002
AMIN,SW,2024-01-04,101335.0,15983.9
AMIN,SW,2024-01-05,80953.0,12632.380000000001
AMIN,SW,2024-01-06,15721.0,2028.77
AMIN,SW,2024-01-07,42570.0,1446.8899999999999
AMIN,SW,2024-01-08,18974.0,2775.4
AMIN,SW,2024-01-09,17524.0,1910.11
AMIN,SW,2024-01-10,68196.0,8523.96
AMIN,SW,2024-01-11,49083.0,12235.11
AMIN,SW,2024-01-12,23253.0,1495.57
AMIN,SW,2024-01-15,156590.0,16020.89
AMIN,SW,2024-01-16,94542.0,12390.18
AMIN,SW,2024-01-17,83556.0,10287.7
AMIN,SW,2024-01-18,52190.0,12560.85
AMIN,SW,2024-01-19,52409.0,7745.41
AMIN,SW,2024-01-22,63508.0,5502.639999999999
AMIN,SW,2024-01-23,73267.0,11043.45
AMIN,SW,2024-01-24,120964.0,14232.539999999999
AMIN,SW,2024-01-25,87986.0,12203.91
AMIN,SW,2024-01-26,26371.0,5325.72
AMIN,SW,2024-01-29,97443.0,16403.88
AMIN,SW,2024-01-30,131808.0,18508.86
AMIN,SW,2024-01-31,102993.0,12923.11
AMIN,SW,2024-02-01,62054.0,4968.46
AMIN,SW,2024-02-02,43620.0,6587.38
AMIN,SW,2024-02-05,70762.0,7474.04
AMIN,SW,2024-02-06,32125.0,5377.38
AMIN,SW,2024-02-07,70621.0,7026.86
AMIN,SW,2024-02-08,76344.0,10491.99
AMIN,SW,2024-02-09,104075.0,10961.05
AMIN,SW,2024-02-12,70180.0,9522.74
AMIN,SW,2024-02-13,69086.0,11922.89
AMIN,SW,2024-02-14,90347.0,10517.71
AMIN,SW,2024-02-15,97556.0,12901.8
AMIN,SW,2024-02-16,79663.0,12598.21
AMIN,SW,2024-02-20,112782.0,12855.41
AMIN,SW,2024-02-21,117144.0,10465.37
AMIN,SW,2024-02-22,133297.0,13101.68
AMIN,SW,2024-02-23,134335.0,16042.36
AMIN,SW,2024-02-26,113351.0,15710.51
AMIN,SW,2024-02-27,131081.0,12940.619999999999
AMIN,SW,2024-02-28,150963.0,9598.52
AMIN,SW,2024-02-29,191615.0,15486.49
AMIN,SW,2024-03-01,12599.0,1621.4
AMIN,SW,2024-03-04,77220.0,3069.0
AMIN,SW,2024-03-05,27740.0,5761.36
AMIN,SW,2024-03-06,32785.0,1731.73
AMIN,SW,2024-03-07,121234.0,10754.85
AMIN,SW,2024-03-08,134660.0,13513.72
AMIN,SW,2024-03-11,122991.0,6493.21
AMIN,SW,2024-03-12,83830.0,7531.51
AMIN,SW,2024-03-13,62392.0,6670.97
AMIN,SW,2024-03-14,192672.0,16294.76
AMIN,SW,2024-03-15,97179.0,5272.85
AMIN,SW,2024-03-18,67197.0,9638.82
AMIN,SW,2024-03-19,73342.0,8514.16
AMIN,SW,2024-03-20,19032.0,2446.82
AMIN,SW,2024-03-21,120216.0,13591.3
AMIN,SW,2024-03-22,104714.0,13676.44
AMIN,SW,2024-03-25,89817.0,7600.15
AMIN,SW,2024-03-27,19916.0,1622.4
AMIN,SW,2024-03-28,89775.0,10691.85
AMIN,SW,2024-04-01,17682.0,695.0
AMIN,SW,2024-04-02,73748.0,5513.72
AMIN,SW,2024-04-03,65932.0,10717.19
AMIN,SW,2024-04-04,77276.0,8965.35
AMIN,SW,2024-04-05,32974.0,4975.0
AMIN,SW,2024-04-08,146943.0,13070.3
AMIN,SW,2024-04-10,92666.0,13723.55
AMIN,SW,2024-04-11,108930.0,10642.01
AMIN,SW,2024-04-12,128793.0,11602.18
AMIN,SW,2024-04-15,51032.0,4653.03
AMIN,SW,2024-04-16,77872.0,6502.5
AMIN,SW,2024-04-17,48560.0,2291.89
AMIN,SW,2024-04-18,80301.0,7780.469999999999
AMIN,SW,2024-04-19,84877.0,8787.7
AMIN,SW,2024-04-22,70773.0,9173.29
AMIN,SW,2024-04-23,71051.0,4004.1499999999996
AMIN,SW,2024-04-24,92515.0,4824.129999999999
AMIN,SW,2024-04-25,59058.0,4942.59
AMIN,SW,2024-04-26,119112.0,16330.84
AMIN,SW,2024-04-29,14297.0,1965.0
AMIN,SW,2024-04-30,63581.0,6267.9
AMIN,SW,2024-05-02,79679.0,9777.74
AMIN,SW,2024-05-03,174045.0,14723.09
AMIN,SW,2024-05-06,102612.0,9715.35
AMIN,SW,2024-05-07,78375.0,11562.02
AMIN,SW,2024-05-08,141320.0,15689.69
AMIN,SW,2024-05-09,85051.0,8331.65
AMIN,SW,2024-05-10,28202.0,5009.98
AMIN,SW,2024-05-13,60667.0,7736.539999999999
AMIN,SW,2024-05-15,121422.0,11187.22
AMIN,SW,2024-05-16,23192.0,1912.62
AMIN,SW,2024-05-17,10976.0,674.4
AMIN,SW,2024-05-20,105308.0,6230.69
AMIN,SW,2024-05-21,58259.0,4774.24
AMIN,SW,2024-05-22,33912.0,4470.0
AMIN,SW,2024-05-23,67274.0,7390.91
AMIN,SW,2024-05-24,115645.0,11972.91
AMIN,SW,2024-05-28,41065.0,3146.96
AMIN,SW,2024-05-29,28583.0,958.46
AMIN,SW,2024-05-30,35562.0,3655.3599999999997
AMIN,SW,2024-05-31,188411.0,12961.31
AMIN,SW,2024-06-03,164719.0,20217.51
AMIN,SW,2024-06-04,33859.0,1540.0
AMIN,SW,2024-06-06,75270.0,5148.59
AMIN,SW,2024-06-07,61419.0,2789.8
AMIN,SW,2024-06-10,121947.0,7506.48
AMIN,SW,2024-06-11,66891.0,4193.5
AMIN,SW,2024-06-12,82571.0,10867.22
AMIN,SW,2024-06-13,45817.0,1941.42
AMIN,SW,2024-06-14,85730.0,6233.91
AMIN,SW,2024-06-17,195954.0,7707.56
AMIN,SW,2024-06-18,153317.0,5581.5599999999995
AMIN,SW,2024-06-19,90822.0,6338.280000000001
AMIN,SW,2024-06-20,72914.0,4720.7300000000005
AMIN,SW,2024-06-21,117524.0,6486.43
AMIN,SW,2024-06-24,76243.0,2950.9700000000003
AMIN,SW,2024-06-25,155032.0,6721.6
AMIN,SW,2024-06-26,63448.0,3363.21
AMIN,SW,2024-06-27,147968.0,8131.34
AMIN,SW,2024-06-28,204491.0,11577.51
AMIN,SW,2024-07-01,42726.0,2336.1499999999996
AMIN,SW,2024-07-02,30068.0,2568.63
AMIN,SW,2024-07-03,30121.0,6141.71
AMIN,SW,2024-07-08,83080.0,10733.04
AMIN,SW,2024-07-09,77929.0,7219.46
AMIN,SW,2024-07-10,225530.0,13364.87
AMIN,SW,2024-07-11,41387.0,1864.6799999999998
AMIN,SW,2024-07-12,71056.0,4310.32
AMIN,SW,2024-07-15,124937.0,4921.87
AMIN,SW,2024-07-16,95637.0,4973.44
AMIN,SW,2024-07-17,147698.0,6392.85
AMIN,SW,2024-07-18,128058.0,6719.12
AMIN,SW,2024-07-19,95915.0,6596.24
AMIN,SW,2024-07-22,152885.0,7798.53
AMIN,SW,2024-07-23,89764.0,4471.61
AMIN,SW,2024-07-24,155709.0,11655.52
AMIN,SW,2024-07-25,108968.0,6348.38
AMIN,SW,2024-07-26,154362.0,6469.55
AMIN,SW,2024-07-29,98338.0,6618.25
AMIN,SW,2024-07-30,115894.0,6558.93
AMIN,SW,2024-07-31,147746.0,11179.72
AMIN,SW,2024-08-01,119108.0,6909.139999999999
AMIN,SW,2024-08-02,167802.0,13896.150000000001
AMIN,SW,2024-08-06,24125.0,2177.17
AMIN,SW,2024-08-07,13779.0,674.65
AMIN,SW,2024-08-08,134191.0,7695.849999999999
AMIN,SW,2024-08-09,169604.0,9409.21
AMIN,SW,2024-08-12,105097.0,7676.79
AMIN,SW,2024-08-13,11910.0,0.0
AMIN,SW,2024-08-14,84137.0,8555.32
AMIN,SW,2024-08-15,34558.0,1781.62
AMIN,SW,2024-08-16,65644.0,6165.3
AMIN,SW,2024-08-19,197330.0,11688.119999999999
AMIN,SW,2024-08-20,67938.0,0.0
AMIN,SW,2024-08-21,26824.0,3940.2599999999998
AMIN,SW,2024-08-22,76544.0,4240.54
AMIN,SW,2024-08-23,49460.0,2459.16
AMIN,SW,2024-08-26,113125.0,6254.74
AMIN,SW,2024-08-27,7565.0,605.0
AMIN,SW,2024-08-28,47432.0,5076.4
AMIN,SW,2024-08-29,43654.0,3632.81
AMIN,SW,2024-08-30,23828.0,1412.75
AMIN,SW,2024-09-03,91475.0,4130.9400000000005
AMIN,SW,2024-09-04,143186.0,8142.06
AMIN,SW,2024-09-05,29579.0,1040.8
AMIN,SW,2024-09-06,86671.0,7193.54
AMIN,SW,2024-09-09,33412.0,2660.2
AMIN,SW,2024-09-10,19344.0,935.32
AMIN,SW,2024-09-11,70809.0,5970.16
AMIN,SW,2024-09-12,113032.0,5117.6
AMIN,SW,2024-09-13,79904.0,7758.99
AMIN,SW,2024-09-16,15340.0,1103.31
AMIN,SW,2024-09-17,44113.0,1371.58
AMIN,SW,2024-09-18,85043.0,3927.17
AMIN,SW,2024-09-19,95101.0,2612.44
AMIN,SW,2024-09-20,90680.0,9691.93
AMIN,SW,2024-09-23,58822.0,3540.83
AMIN,SW,2024-09-24,110209.0,9405.16
AMIN,SW,2024-09-25,233100.0,15646.23
AMIN,SW,2024-09-26,114387.0,2941.45
AMIN,SW,2024-09-27,26690.0,5833.469999999999
AMIN,SW,2024-09-30,88382.0,7199.110000000001
AMIN,SW,2024-10-01,58535.0,1326.57
AMIN,SW,2024-10-02,53040.0,4340.59
AMIN,SW,2024-10-03,102810.0,6280.8099999999995
AMIN,SW,2024-10-04,70794.0,4796.45
AMIN,SW,2024-10-07,96826.0,7773.88
AMIN,SW,2024-10-08,60962.0,4969.5599999999995
AMIN,SW,2024-10-09,33755.0,1357.51
AMIN,SW,2024-10-10,102774.0,3962.5299999999997
AMIN,SW,2024-10-11,81246.0,6352.65
AMIN,SW,2024-10-14,90717.0,5044.1900000000005
AMIN,SW,2024-10-15,9509.0,1003.48
AMIN,SW,2024-10-16,114959.0,7617.72
AMIN,SW,2024-10-17,25488.0,2060.66
AMIN,SW,2024-10-18,50868.0,2565.78
AMIN,SW,2024-10-21,127285.0,8727.07
AMIN,SW,2024-10-22,106301.0,9557.45
AMIN,SW,2024-10-23,130122.0,5277.7
AMIN,SW,2024-10-24,38664.0,1874.88
AMIN,SW,2024-10-25,72128.0,4551.96
AMIN,SW,2024-10-28,173586.0,9694.79
AMIN,SW,2024-10-29,65550.0,4750.27
AMIN,SW,2024-10-30,143952.0,10566.63
AMIN,SW,2024-10-31,150119.0,12407.51
AMIN,SW,2024-11-01,59371.0,3181.2400000000002
AMIN,SW,2024-11-04,199724.0,9937.25
AMIN,SW,2024-11-07,176378.0,10796.12
AMIN,SW,2024-11-08,192089.0,13031.99
AMIN,SW,2024-11-11,137401.0,9488.18
AMIN,SW,2024-11-12,106698.0,5051.92
AMIN,SW,2024-11-13,137543.0,8637.51
AMIN,SW,2024-11-14,92953.0,6890.69
AMIN,SW,2024-11-15,67084.0,4209.51
AMIN,SW,2024-11-18,96439.0,7243.62
AMIN,SW,2024-11-19,107950.0,5664.43
AMIN,SW,2024-11-20,234969.0,18656.18
AMIN,SW,2024-11-21,156418.0,10209.23
AMIN,SW,2024-11-22,83597.0,5136.58
AMIN,SW,2024-11-25,133965.0,12104.279999999999
AMIN,SW,2024-11-26,24952.0,1449.08
AMIN,SW,2024-11-27,116269.0,8132.75
AMIN,SW,2024-12-02,76286.0,8967.359999999999
AMIN,SW,2024-12-03,106805.0,7008.69
AMIN,SW,2024-12-04,48265.0,3603.55
AMIN,SW,2024-12-05,92566.0,5711.26
AMIN,SW,2024-12-06,146146.0,7538.5199999999995
AMIN,SW,2024-12-09,228072.0,13650.349999999999
AMIN,SW,2024-12-10,98745.0,5120.51
AMIN,SW,2024-12-11,119071.0,6245.18
AMIN,SW,2024-12-12,66693.0,5375.74
AMIN,SW,2024-12-13,90646.0,8077.74
AMIN,SW,2024-12-16,111233.0,11590.93
AMIN,SW,2024-12-17,110693.0,6090.91
AMIN,SW,2024-12-18,202953.0,9885.84
AMIN,SW,2024-12-19,77368.0,2051.2200000000003
AMIN,SW,2024-12-20,142293.0,6475.8099999999995
AMIN,SW,2024-12-23,19916.0,595.0
AMIN,SW,2024-12-26,19916.0,1648.2
AMIN,SW,2024-12-27,111188.0,9101.24
AMIN,SW,2024-12-30,154259.0,11029.48
AMIN,SW,2024-12-31,167006.0,8167.91
AMIN,SW,2025-01-01,5226.0,0.0
AMIN,SW,2025-01-02,75283.0,3113.9700000000003
AMIN,SW,2025-01-03,106059.0,7782.799999999999
AMIN,SW,2025-01-06,87274.0,3736.7
AMIN,SW,2025-01-07,55101.0,7752.280000000001
AMIN,SW,2025-01-08,115052.0,9161.14
AMIN,SW,2025-01-09,213698.0,16666.14
AMIN,SW,2025-01-10,140668.0,10372.58
AMIN,SW,2025-01-13,134375.0,7916.070000000001
AMIN,SW,2025-01-14,79438.0,2054.15
AMIN,SW,2025-01-15,117029.0,6575.82
AMIN,SW,2025-01-16,103863.0,7959.1900000000005
AMIN,SW,2025-01-17,144289.0,10645.11
AMIN,SW,2025-01-20,133327.0,10188.18
AMIN,SW,2025-01-21,131394.0,8957.39
AMIN,SW,2025-01-22,12557.0,818.44
AMIN,SW,2025-01-24,31862.0,2672.25
AMIN,SW,2025-01-27,195962.0,10914.04
AMIN,SW,2025-01-28,143311.0,9245.76
AMIN,SW,2025-01-29,190635.0,10309.72
AMIN,SW,2025-01-30,117486.0,7112.93
AMIN,SW,2025-01-31,169714.0,10225.89
AMIN,SW,2025-02-01,23820.0,0.0
AMIN,SW,2025-02-03,154124.0,11684.83
AMIN,SW,2025-02-04,62773.0,3729.7200000000003
AMIN,SW,2025-02-06,17659.0,979.02
AMIN,SW,2025-02-07,131459.0,14516.72
AMIN,SW,2025-02-10,77512.0,2423.83
AMIN,SW,2025-02-15,11910.0,0.0
AMIN,SW,2025-02-25,2894.0,500.0
AMIN,SW,2025-10-31,744.0,128.81
AMIN,SW,2026-01-13,3840.0,559.25
AMIN,SW,2026-02-27,4608.0,1242.0
AMJK,BP,2022-10-18,327317.0,28982.1
AMJK,BP,2022-10-19,521577.0,40868.86
