Site,BL_Number,Truck_Appointment_Date,BL_weight,Freight_Amount,Product_Group
AMJK,B32A338,2023-04-20,36643.0,2264.99,BP
AMJK,B32A346,2023-05-25,5106.0,513.76,BP
AMJK,B32A347,2023-04-06,40701.0,3897.6,BP
AMJK,B32A354,2023-04-24,38397.0,0.0,BP
AMJK,B32A361,2023-06-01,37181.0,4108.8,BP
AMJK,B32A362,2023-05-12,38091.0,2330.46,BP
AMJK,B32A363,2023-06-20,39549.0,2295.2,BP
AMJK,B32A370,2023-03-30,35369.0,3731.82,BP
AMJK,B32A371,2023-03-17,37966.0,3962.53,BP
AMJK,B32A372,2023-03-28,36382.0,3994.21,BP
AMJK,B32A373,2023-03-13,38762.0,3433.0,BP
AMJK,B32A374,2023-03-20,38044.0,3433.0,BP
AMJK,B32A377,2023-06-14,36738.0,3514.8,BP
AMJK,B32A378,2023-05-26,26706.0,2892.71,BP
AMJK,B32A379,2023-08-11,30424.0,3671.4,BP
AMJK,B32A381,2023-04-24,36084.0,4388.58,BP
AMJK,B32A382,2023-04-06,37057.0,3792.6,BP
AMJK,B32A394,2023-03-21,31911.0,2542.32,BP
AMJK,B32A395,2023-03-15,38718.0,3264.42,BP
AMJK,B32A396,2023-03-15,1947.0,395.08,BP
AMJK,B32A400,2023-05-03,32936.0,1971.2,BP
AMJK,B32A403,2023-05-22,33646.0,1575.41,BP
AMJK,B32A407,2023-07-26,38626.0,2366.18,BP
AMJK,B32A427,2023-03-24,36530.0,2741.31,BP
AMJK,B32A428,2023-04-11,35754.0,2223.88,BP
AMJK,B32A429,2023-03-15,6016.0,711.1,BP
AMJK,B32A439,2023-02-22,34488.0,2797.2,BP
AMJK,B32A440,2023-02-22,35819.0,2797.2,BP
AMJK,B32A474,2023-03-30,38302.0,0.0,BP
AMJK,B32A484,2023-04-03,37310.0,2423.19,BP
AMJK,B32A502,2023-03-17,31157.0,2692.95,BP
AMJK,B32A505,2023-03-24,37265.0,3944.21,BP
AMJK,B32A506,2023-04-14,38166.0,2836.08,BP
AMJK,B32A516,2023-03-29,4339.0,965.11,BP
AMJK,B32A517,2023-03-22,1922.0,319.72,BP
AMJK,B32A521,2023-03-14,31660.0,3636.6,BP
AMJK,B32A523,2023-05-01,38454.0,2402.96,BP
AMJK,B32A524,2023-06-05,37752.0,2353.92,BP
AMJK,B32A525,2023-04-29,37870.0,3907.58,BP
AMJK,B32A547,2023-06-23,39394.0,0.0,BP
AMJK,B32A553,2023-03-16,37024.0,3887.76,BP
AMJK,B32A560,2024-03-20,38566.0,1793.4,BP
AMJK,B32A561,2024-05-08,39230.0,1857.45,BP
AMJK,B32A563,2023-02-24,35348.0,2788.32,BP
AMJK,B32A566,2023-02-27,36049.0,2788.32,BP
AMJK,B32A575,2023-03-10,37649.0,705.0,BP
AMJK,B32A585,2023-04-25,38520.0,1848.3,BP
AMJK,B32A587,2023-02-27,35791.0,2788.32,BP
AMJK,B32A588,2023-04-18,1971.0,0.0,BP
AMJK,B32A589,2023-07-07,38411.0,3514.8,BP
AMJK,B32A590,2023-05-30,5447.0,870.44,BP
AMJK,B32A592,2023-04-19,36115.0,2154.76,BP
AMJK,B32A595,2023-03-22,36998.0,3131.8,BP
AMJK,B32A603,2023-05-23,2057.0,0.0,BP
AMJK,B32A607,2023-03-27,37132.0,4319.76,BP
AMJK,B32A610,2023-05-03,29978.0,3960.97,BP
AMJK,B32A612,2023-03-20,285.0,125.9,BP
AMJK,B32A613,2023-03-13,8.0,139.18,BP
AMJK,B32A616,2023-04-19,39570.0,2460.75,BP
AMJK,B32A617,2023-03-28,36479.0,4591.05,BP
AMJK,B32A619,2023-03-08,27932.0,2152.4,BP
AMJK,B32A620,2023-03-01,38352.0,2751.84,BP
AMJK,B32A622,2023-05-12,38580.0,0.0,BP
AMJK,B32A627,2023-05-08,38545.0,0.0,BP
AMJK,B32A630,2023-04-04,32478.0,625.0,BP
AMJK,B32A631,2023-06-07,23092.0,625.0,BP
AMJK,B32A632,2023-05-04,37715.0,675.0,BP
AMJK,B32A633,2023-04-18,33681.0,4445.3,BP
AMJK,B32A633,2023-04-20,19974.0,3763.2,BP
AMJK,B32A634,2023-04-20,37936.0,3381.66,BP
AMJK,B32A635,2023-03-02,36569.0,3905.74,BP
AMJK,B32A636,2023-03-02,37713.0,3905.74,BP
AMJK,B32A643,2023-03-01,34831.0,2770.56,BP
AMJK,B32A645,2023-03-01,32081.0,2770.56,BP
AMJK,B32A649,2023-03-01,35975.0,2770.56,BP
AMJK,B32A664,2023-03-28,37485.0,3609.33,BP
AMJK,B32A665,2023-03-21,36464.0,3626.09,BP
AMJK,B32A666,2023-03-16,37824.0,3626.09,BP
AMJK,B32A667,2023-03-21,37816.0,3476.48,BP
AMJK,B32A668,2023-03-09,37395.0,3642.85,BP
AMJK,B32A669,2023-04-05,36415.0,3592.56,BP
AMJK,B32B137,2023-03-16,36105.0,3962.53,BP
AMJK,B32B146,2023-06-29,31685.0,2900.0,BP
AMJK,B32B223,2023-03-10,39246.0,3980.85,BP
AMJK,B32B240,2023-03-20,37718.0,1975.05,BP
AMJK,B32B244,2023-03-27,2928.0,960.48,BP
AMJK,B32B248,2023-03-27,4422.0,478.23,BP
AMJK,B32B322,2023-02-22,33170.0,3693.13,BP
AMJK,B32B347,2023-04-10,32469.0,3897.6,BP
AMJK,B32B373,2023-03-14,38681.0,3433.0,BP
AMJK,B32B374,2023-03-21,39183.0,3433.0,BP
AMJK,B32B429,2023-03-15,3948.0,817.8,BP
AMJK,B32B474,2023-03-29,6423.0,0.0,BP
AMJK,B32B516,2023-03-29,5070.0,904.5,BP
AMJK,B32B553,2023-03-29,35959.0,3869.79,BP
AMJK,B32B588,2023-05-30,5860.0,0.0,BP
AMJK,B32B620,2023-09-19,39366.0,2833.56,BP
AMJK,B32B664,2023-03-31,37599.0,3592.56,BP
AMJK,B32B666,2023-04-24,36131.0,3592.56,BP
AMJK,B32B667,2023-03-29,36489.0,3609.33,BP
AMJK,B32C240,2023-03-17,2905.0,416.29,BP
AMJK,B32C347,2023-04-14,41224.0,3729.6,BP
AMJK,B32C373,2023-03-15,39077.0,3433.0,BP
AMJK,B32C374,2023-03-22,38786.0,3433.0,BP
AMJK,B32C588,2023-06-08,7597.0,0.0,BP
AMJK,B32D347,2023-04-17,40802.0,3897.6,BP
AMJK,B32E347,2023-04-21,41383.0,3897.6,BP
AMJK,B32F347,2023-04-29,35886.0,3292.8,BP
AMJK,B32G347,2023-05-01,37241.0,3830.4,BP
AMJK,B33A001,2023-04-10,37226.0,2836.08,BP
AMJK,B33A003,2023-04-11,38599.0,2709.72,BP
AMJK,B33A004,2023-03-27,4572.0,2019.87,BP
AMJK,B33A005,2023-05-22,30805.0,1738.8,BP
AMJK,B33A006,2023-05-08,36747.0,1764.0,BP
AMJK,B33A007,2023-03-09,38785.0,1980.5,BP
AMJK,B33A011,2023-03-27,30433.0,3600.0,BP
AMJK,B33A012,2023-04-18,4182.0,744.06,BP
AMJK,B33A013,2023-07-07,34930.0,2341.66,BP
AMJK,B33A015,2023-09-22,37943.0,2513.3,BP
AMJK,B33A017,2023-03-30,38661.0,1573.52,BP
AMJK,B33A021,2023-05-01,10713.0,0.0,BP
AMJK,B33A022,2023-06-07,6937.0,0.0,BP
AMJK,B33A034,2023-03-24,36621.0,3896.67,BP
AMJK,B33A036,2023-04-06,37114.0,3925.9,BP
AMJK,B33A037,2023-04-11,37783.0,3925.9,BP
AMJK,B33A047,2023-05-11,37860.0,0.0,BP
AMJK,B33A051,2023-05-19,38096.0,3341.52,BP
AMJK,B33A055,2023-03-23,36135.0,3390.66,BP
AMJK,B33A058,2023-03-30,37933.0,3521.7,BP
AMJK,B33A060,2023-03-29,36009.0,2872.48,BP
AMJK,B33A062,2023-03-23,38338.0,3521.7,BP
AMJK,B33A063,2023-04-04,36520.0,2423.19,BP
AMJK,B33A065,2023-04-14,32310.0,2651.52,BP
AMJK,B33A069,2023-04-06,30212.0,2779.02,BP
AMJK,B33A069,2023-04-06,30212.0,2779.02,SW
AMJK,B33A072,2023-04-10,31427.0,4479.13,BP
AMJK,B33A076,2023-04-05,31332.0,2709.72,BP
AMJK,B33A078,2023-05-25,37915.0,2286.72,BP
AMJK,B33A079,2023-06-26,36342.0,1953.21,BP
AMJK,B33A080,2023-03-23,38621.0,1093.5,BP
AMJK,B33A081,2023-03-06,35686.0,2770.56,BP
AMJK,B33A083,2023-03-06,33851.0,2770.56,BP
AMJK,B33A086,2023-04-03,36535.0,4572.0,BP
AMJK,B33A087,2023-04-05,36949.0,4572.0,BP
AMJK,B33A091,2023-03-29,37026.0,3896.67,BP
AMJK,B33A098,2023-03-07,32763.0,2770.56,BP
AMJK,B33A108,2023-05-03,37136.0,3004.6,BP
AMJK,B33A111,2023-05-25,38289.0,0.0,BP
AMJK,B33A117,2023-03-27,5235.0,318.61,BP
AMJK,B33A119,2023-03-17,39086.0,3433.0,BP
AMJK,B33A120,2023-04-11,23842.0,2386.55,BP
AMJK,B33A132,2023-04-14,35940.0,2515.26,BP
AMJK,B33A133,2023-04-26,35347.0,2527.2,BP
AMJK,B33A135,2023-06-09,34721.0,1814.4,BP
AMJK,B33A140,2023-03-08,35342.0,2770.56,BP
AMJK,B33A143,2023-03-08,29793.0,2770.56,BP
AMJK,B33A152,2023-05-02,38004.0,2608.98,BP
AMJK,B33A153,2023-04-18,2481.0,0.0,BP
AMJK,B33A158,2023-03-30,30894.0,5788.41,BP
AMJK,B33A160,2023-05-11,20884.0,961.52,BP
AMJK,B33A161,2023-03-10,33202.0,0.0,BP
AMJK,B33A168,2023-03-13,38739.0,0.0,BP
AMJK,B33A174,2023-03-17,37809.0,0.0,BP
AMJK,B33A175,2023-04-21,39664.0,0.0,BP
AMJK,B33A179,2023-05-24,39649.0,3813.6,BP
AMJK,B33A182,2023-03-31,37105.0,3944.21,BP
AMJK,B33A185,2023-03-10,35141.0,2042.4,BP
AMJK,B33A193,2023-04-04,37029.0,625.0,BP
AMJK,B33A203,2023-03-24,36188.0,4403.4,BP
AMJK,B33A213,2023-03-29,30582.0,5967.61,BP
AMJK,B33A214,2023-03-29,30930.0,5967.61,BP
AMJK,B33A215,2023-03-30,32847.0,5967.61,BP
AMJK,B33A219,2023-05-09,37474.0,2499.12,BP
AMJK,B33A222,2023-03-31,32309.0,4540.44,BP
AMJK,B33A223,2023-08-04,37129.0,2625.21,BP
AMJK,B33A228,2023-04-14,37801.0,2637.5,BP
AMJK,B33A230,2023-05-08,38170.0,2275.0,BP
AMJK,B33A233,2023-06-01,34842.0,2400.0,BP
AMJK,B33A239,2023-06-05,35244.0,2071.08,BP
AMJK,B33A240,2023-07-11,21377.0,2153.91,BP
AMJK,B33A241,2023-04-19,33866.0,1727.69,BP
AMJK,B33A244,2023-04-25,27935.0,3100.0,BP
AMJK,B33A244,2023-04-25,27935.0,3100.0,SW
AMJK,B33A274,2023-03-15,36019.0,2033.52,BP
AMJK,B33A280,2023-04-05,38760.0,3433.0,BP
AMJK,B33A281,2023-04-06,38298.0,3433.0,BP
AMJK,B33A282,2023-03-27,37891.0,3433.0,BP
AMJK,B33A286,2023-05-30,35401.0,2353.92,BP
AMJK,B33A287,2023-09-01,38576.0,2501.04,BP
AMJK,B33A290,2023-04-24,26525.0,2385.62,BP
AMJK,B33A291,2023-04-06,36778.0,2709.72,BP
AMJK,B33A292,2023-04-11,30080.0,6872.56,BP
AMJK,B33A292,2023-04-11,30080.0,6872.56,SW
AMJK,B33A294,2023-04-26,28853.0,2759.73,BP
AMJK,B33A307,2023-05-12,36302.0,2024.57,BP
AMJK,B33A315,2023-04-18,31102.0,3706.2,BP
AMJK,B33A317,2023-04-10,33450.0,625.0,BP
AMJK,B33A320,2023-04-10,23010.0,2486.76,BP
AMJK,B33A323,2023-04-04,37974.0,3200.0,BP
AMJK,B33A324,2023-04-18,9296.0,1197.76,BP
AMJK,B33A325,2023-03-30,35291.0,3032.9,BP
AMJK,B33A328,2023-04-21,35461.0,3445.44,BP
AMJK,B33A332,2023-08-03,38209.0,0.0,BP
AMJK,B33A333,2023-03-17,1361.0,410.57,BP
AMJK,B33A335,2023-05-18,38288.0,0.0,BP
AMJK,B33A337,2023-04-22,36512.0,2364.0,BP
AMJK,B33A338,2023-05-04,38873.0,2819.0,BP
AMJK,B33A339,2023-05-15,34730.0,2261.96,BP
AMJK,B33A340,2023-06-06,38283.0,2304.0,BP
AMJK,B33A341,2023-03-30,35337.0,1580.64,BP
AMJK,B33A342,2023-03-29,38350.0,2764.74,BP
AMJK,B33A349,2023-03-21,36281.0,1850.24,BP
AMJK,B33A359,2023-04-12,38639.0,3800.16,BP
AMJK,B33A361,2023-04-24,37500.0,2650.0,BP
AMJK,B33A364,2023-04-11,34968.0,3899.92,BP
AMJK,B33A376,2023-04-28,39213.0,0.0,BP
AMJK,B33A378,2023-04-26,37234.0,4765.47,BP
AMJK,B33A378,2023-04-26,37234.0,4765.47,SW
AMJK,B33A402,2023-03-22,35344.0,2024.64,BP
AMJK,B33A408,2023-07-27,37202.0,1759.38,BP
AMJK,B33A409,2023-04-21,32322.0,1545.04,BP
AMJK,B33A417,2023-04-12,37104.0,2890.18,BP
AMJK,B33A418,2023-03-25,37649.0,3869.79,BP
AMJK,B33A421,2023-03-27,37084.0,3869.79,BP
AMJK,B33A423,2023-03-23,37763.0,2505.6,BP
AMJK,B33A430,2023-03-27,36672.0,2505.6,BP
AMJK,B33A438,2023-04-10,38828.0,2965.5,BP
AMJK,B33A446,2023-03-22,32997.0,2024.64,BP
AMJK,B33A474,2023-04-14,37870.0,2568.87,BP
AMJK,B33A515,2023-05-26,38201.0,1872.72,BP
AMJK,B33A518,2023-04-06,32383.0,2525.56,BP
AMJK,B33A524,2023-05-19,38428.0,2353.92,BP
AMJK,B33A525,2023-05-30,37246.0,3834.31,BP
AMJK,B33A526,2023-04-18,6581.0,392.4,BP
AMJK,B33A535,2023-04-12,28619.0,2506.68,BP
AMJK,B33A554,2023-04-11,36578.0,2686.04,BP
AMJK,B33A555,2023-04-21,34093.0,3086.4,BP
AMJK,B33A563,2023-04-17,38428.0,0.0,BP
AMJK,B33A567,2023-04-11,2066.0,263.78,BP
AMJK,B33A571,2023-05-08,34401.0,2497.34,BP
AMJK,B33A577,2023-04-21,37668.0,4660.8,BP
AMJK,B33A578,2023-03-30,38405.0,3592.56,BP
AMJK,B33A579,2023-04-10,37762.0,3592.56,BP
AMJK,B33A589,2023-05-02,37032.0,2102.46,BP
AMJK,B33A593,2023-04-03,37362.0,2351.25,BP
AMJK,B33A596,2023-05-22,5851.0,0.0,BP
AMJK,B33A597,2023-05-11,6818.0,795.62,BP
AMJK,B33A605,2023-05-19,37772.0,4117.68,BP
AMJK,B33A606,2023-04-21,36523.0,2906.28,BP
AMJK,B33A608,2023-06-02,37888.0,3702.3,BP
AMJK,B33A615,2023-05-02,30833.0,3860.48,BP
AMJK,B33A631,2023-05-25,6610.0,0.0,BP
AMJK,B33A640,2023-05-09,1041.0,0.0,BP
AMJK,B33A642,2023-05-01,35518.0,4019.55,BP
AMJK,B33A643,2023-05-18,1800.0,0.0,BP
AMJK,B33A644,2023-05-02,2017.0,0.0,BP
AMJK,B33A653,2023-05-01,35683.0,3292.38,BP
AMJK,B33A654,2023-05-01,37528.0,2492.16,BP
AMJK,B33A655,2023-06-02,38287.0,3293.84,BP
AMJK,B33A665,2023-07-27,37649.0,2895.0,BP
AMJK,B33A666,2023-04-19,23941.0,2386.55,BP
AMJK,B33A667,2023-04-14,36617.0,3833.85,BP
AMJK,B33A671,2023-03-29,34627.0,2015.76,BP
AMJK,B33A673,2023-05-22,37064.0,4019.55,BP
AMJK,B33A674,2023-07-25,27334.0,2828.82,BP
AMJK,B33A674,2023-07-25,27334.0,2828.82,SW
AMJK,B33A682,2023-04-01,37560.0,3851.82,BP
AMJK,B33A683,2023-03-31,35923.0,3631.68,BP
AMJK,B33A684,2023-04-03,39000.0,3851.82,BP
AMJK,B33A686,2023-07-14,38389.0,2341.66,BP
AMJK,B33A687,2023-04-26,37700.0,3433.0,BP
AMJK,B33A690,2023-05-01,33684.0,1089.0,BP
AMJK,B33A699,2023-06-16,37187.0,4070.4,BP
AMJK,B33A707,2023-05-16,38191.0,2412.5,BP
AMJK,B33A714,2023-03-31,34759.0,2015.76,BP
AMJK,B33A715,2023-04-21,35952.0,2221.39,BP
AMJK,B33A719,2023-04-18,1426.0,345.19,BP
AMJK,B33A720,2023-05-16,36293.0,2024.57,BP
AMJK,B33A722,2023-04-25,28542.0,2041.92,BP
AMJK,B33A722,2023-04-25,28542.0,2041.92,SW
AMJK,B33A724,2023-05-01,38044.0,3831.06,BP
AMJK,B33A739,2023-04-03,35490.0,2015.76,BP
AMJK,B33A751,2023-04-14,31522.0,2375.42,BP
AMJK,B33A755,2023-05-30,38136.0,3834.31,BP
AMJK,B33A756,2023-04-29,36242.0,3907.58,BP
AMJK,B33A757,2023-05-05,37258.0,3889.26,BP
AMJK,B33A761,2023-06-20,35013.0,1428.29,BP
AMJK,B33A766,2023-05-04,37903.0,3812.0,BP
AMJK,B33A767,2023-05-08,37922.0,3812.0,BP
AMJK,B33A771,2023-05-15,37983.0,3773.88,BP
AMJK,B33A773,2023-05-30,37815.0,3754.82,BP
AMJK,B33A776,2023-04-03,35273.0,2015.76,BP
AMJK,B33A777,2023-05-04,36479.0,625.0,BP
AMJK,B33A779,2023-06-05,37818.0,3754.82,BP
AMJK,B33A781,2023-06-08,37888.0,3716.7,BP
AMJK,B33A785,2023-06-19,37861.0,3716.7,BP
AMJK,B33A788,2023-04-05,34143.0,2015.76,BP
AMJK,B33A789,2023-07-06,37887.0,3735.76,BP
AMJK,B33A790,2023-08-08,38608.0,0.0,BP
AMJK,B33A791,2023-08-18,39287.0,3888.24,BP
AMJK,B33A796,2023-06-28,38277.0,0.0,BP
AMJK,B33A798,2023-06-15,35583.0,2257.2,BP
AMJK,B33A802,2023-05-15,29901.0,2648.05,BP
AMJK,B33A804,2023-04-24,38416.0,700.0,BP
AMJK,B33A806,2023-04-20,20093.0,6535.37,BP
AMJK,B33A806,2023-04-20,20093.0,6535.37,SW
AMJK,B33A808,2023-05-03,28153.0,3202.44,BP
AMJK,B33A809,2023-05-08,36697.0,2045.55,BP
AMJK,B33A810,2023-05-23,38603.0,1811.7,BP
AMJK,B33A811,2023-05-24,38565.0,1811.7,BP
AMJK,B33A812,2023-06-27,39453.0,1802.55,BP
AMJK,B33A813,2023-07-05,39366.0,1802.55,BP
AMJK,B33A814,2023-04-11,27156.0,1881.83,BP
AMJK,B33A818,2023-04-17,36681.0,3670.04,BP
AMJK,B33B006,2023-06-19,34834.0,1722.0,BP
AMJK,B33B007,2023-03-08,1939.0,349.75,BP
AMJK,B33B017,2023-05-15,33414.0,1516.56,BP
AMJK,B33B022,2023-07-24,17293.0,0.0,BP
AMJK,B33B078,2023-07-10,33371.0,2800.0,BP
AMJK,B33B079,2023-07-12,34662.0,2800.0,BP
AMJK,B33B080,2023-03-27,33965.0,2183.94,BP
AMJK,B33B080,2023-03-27,33965.0,2183.94,SW
AMJK,B33B135,2023-06-28,35342.0,1730.4,BP
AMJK,B33B179,2023-06-02,41261.0,3242.4,BP
AMJK,B33B242,2023-05-18,6527.0,1436.66,BP
AMJK,B33B280,2023-04-05,37933.0,3433.0,BP
AMJK,B33B281,2023-04-10,38252.0,3433.0,BP
AMJK,B33B282,2023-03-27,38678.0,3433.0,BP
AMJK,B33B364,2023-04-29,33973.0,3294.76,BP
AMJK,B33B578,2023-04-04,37278.0,3592.56,BP
AMJK,B33B592,2023-04-12,36323.0,3592.56,BP
AMJK,B33B619,2023-04-26,5480.0,1153.43,BP
AMJK,B33B690,2023-05-02,36196.0,1089.0,BP
AMJK,B33B757,2023-05-08,36242.0,3889.26,BP
AMJK,B33B811,2023-06-28,38168.0,1802.55,BP
AMJK,B33C022,2023-09-12,12999.0,0.0,BP
AMJK,B33C179,2023-06-01,40032.0,3225.6,BP
AMJK,B33C242,2023-08-04,29210.0,2236.3,BP
AMJK,B33C280,2023-04-06,39638.0,3433.0,BP
AMJK,B33C281,2023-04-11,38270.0,3433.0,BP
AMJK,B33C282,2023-03-28,39340.0,3433.0,BP
AMJK,B33C328,2023-05-05,7180.0,1359.13,BP
AMJK,B33C411,2023-09-01,38844.0,2434.91,BP
AMJK,B33C449,2023-07-07,39698.0,3780.0,BP
AMJK,B33C526,2023-04-20,1604.0,145.39,BP
AMJK,B33C757,2023-05-10,35642.0,3878.11,BP
AMJK,B33D022,2023-10-18,7848.0,0.0,BP
AMJK,B33D179,2023-06-08,40622.0,3780.0,BP
AMJK,B33D302,2023-03-20,36482.0,3458.96,BP
AMJK,B33E179,2023-06-12,40398.0,3225.6,BP
AMJK,B33F179,2023-06-16,40454.0,3427.2,BP
AMJK,B33G179,2023-06-23,40444.0,3528.0,BP
AMJK,B34A003,2023-04-21,38474.0,2317.5,BP
AMJK,B34A006,2023-05-06,36857.0,2045.55,BP
AMJK,B34A009,2023-06-06,37370.0,2724.54,BP
AMJK,B34A010,2023-05-01,35409.0,3065.85,BP
AMJK,B34A011,2023-06-06,37245.0,2455.0,BP
AMJK,B34A013,2023-04-04,35516.0,2015.76,BP
AMJK,B34A022,2023-05-03,34842.0,685.0,BP
AMJK,B34A028,2023-05-23,36943.0,0.0,BP
AMJK,B34A030,2023-04-26,2299.0,0.0,BP
AMJK,B34A031,2023-09-08,36728.0,2429.64,BP
AMJK,B34A032,2023-04-20,37583.0,2524.92,BP
AMJK,B34A033,2023-05-16,34626.0,2653.56,BP
AMJK,B34A037,2023-05-03,37106.0,4384.85,BP
AMJK,B34A039,2023-07-26,35989.0,2709.72,BP
AMJK,B34A040,2023-05-25,35965.0,2457.0,BP
AMJK,B34A043,2023-05-08,37635.0,2737.8,BP
AMJK,B34A044,2023-05-10,35762.0,2735.46,BP
AMJK,B34A047,2023-05-01,37033.0,1923.75,BP
AMJK,B34A051,2023-06-13,37067.0,0.0,BP
AMJK,B34A053,2023-06-29,14470.0,0.0,BP
AMJK,B34A054,2023-04-25,37530.0,705.0,BP
AMJK,B34A056,2023-05-01,31386.0,2706.76,BP
AMJK,B34A057,2023-05-08,30208.0,2458.18,BP
AMJK,B34A063,2023-07-11,37545.0,0.0,BP
AMJK,B34A069,2023-05-06,20468.0,2474.36,BP
AMJK,B34A072,2023-04-24,1055.0,178.92,BP
AMJK,B34A075,2023-06-09,35552.0,2014.08,BP
AMJK,B34A076,2023-04-20,37809.0,2495.24,BP
AMJK,B34A079,2023-04-21,36793.0,3925.9,BP
AMJK,B34A084,2023-04-11,3492.0,617.35,BP
AMJK,B34A110,2023-06-13,35489.0,0.0,BP
AMJK,B34A121,2023-05-04,5364.0,0.0,BP
AMJK,B34A122,2023-05-12,34657.0,2757.79,BP
AMJK,B34A123,2023-05-30,35083.0,2682.68,BP
AMJK,B34A129,2023-05-02,37095.0,2328.48,BP
AMJK,B34A134,2023-04-24,37435.0,2627.29,BP
AMJK,B34A135,2023-05-04,36680.0,4510.27,BP
AMJK,B34A135,2023-05-04,36680.0,4510.27,SW
AMJK,B34A136,2023-04-24,34974.0,2954.82,BP
AMJK,B34A138,2023-07-05,29326.0,2257.89,BP
AMJK,B34A139,2023-07-21,29589.0,2257.89,BP
AMJK,B34A141,2023-04-28,32336.0,2311.66,BP
AMJK,B34A146,2023-06-12,37284.0,1993.1,BP
AMJK,B34A156,2023-05-01,37387.0,3907.58,BP
AMJK,B34A159,2023-04-12,36160.0,2006.88,BP
AMJK,B34A164,2023-04-12,34590.0,2006.88,BP
AMJK,B34A173,2023-05-30,36779.0,2268.2,BP
AMJK,B34A174,2023-04-18,733.0,272.53,BP
AMJK,B34A180,2023-05-19,37406.0,2382.72,BP
AMJK,B34A181,2023-06-06,37085.0,4019.55,BP
AMJK,B34A188,2023-05-04,32673.0,1575.0,BP
AMJK,B34A203,2023-05-30,23960.0,2705.6,BP
AMJK,B34A204,2023-06-12,37897.0,3521.7,BP
AMJK,B34A205,2023-05-05,15284.0,2050.0,BP
AMJK,B34A207,2023-04-21,36042.0,1545.04,BP
AMJK,B34A208,2023-04-27,36434.0,2450.0,BP
AMJK,B34A212,2023-05-25,39211.0,3322.17,BP
AMJK,B34A214,2023-04-14,35485.0,2006.88,BP
AMJK,B34A223,2023-04-14,33934.0,2006.88,BP
AMJK,B34A232,2023-06-21,38368.0,0.0,BP
AMJK,B34A237,2023-05-04,30933.0,1575.0,BP
AMJK,B34A241,2023-05-15,34188.0,1881.39,BP
AMJK,B34A242,2023-07-11,23916.0,875.0,BP
AMJK,B34A265,2023-04-25,6321.0,819.1,BP
AMJK,B34A266,2023-06-15,38265.0,0.0,BP
AMJK,B34A268,2023-06-02,37207.0,0.0,BP
AMJK,B34A272,2023-05-08,38564.0,3433.0,BP
AMJK,B34A275,2023-05-15,38933.0,3433.0,BP
AMJK,B34A276,2023-06-01,37376.0,3433.0,BP
AMJK,B34A280,2023-05-24,33489.0,2042.06,BP
AMJK,B34A280,2023-05-24,33489.0,2042.06,SW
AMJK,B34A283,2023-08-04,39041.0,0.0,BP
AMJK,B34A284,2023-06-08,1242.0,0.0,BP
AMJK,B34A285,2023-05-15,36407.0,3852.63,BP
AMJK,B34A286,2023-07-06,28354.0,1495.2,BP
AMJK,B34A289,2023-05-16,34364.0,3244.33,BP
AMJK,B34A290,2023-05-30,37249.0,0.0,BP
AMJK,B34A293,2023-05-05,37963.0,2437.5,BP
AMJK,B34A294,2023-08-11,37696.0,2909.83,BP
AMJK,B34A294,2023-08-11,37696.0,2909.83,SW
AMJK,B34A296,2023-05-15,6773.0,800.38,BP
AMJK,B34A297,2023-04-25,37958.0,700.0,BP
AMJK,B34A298,2023-06-05,36983.0,2014.08,BP
AMJK,B34A304,2023-05-03,36213.0,2287.5,BP
AMJK,B34A305,2023-05-15,5062.0,1446.49,BP
AMJK,B34A307,2023-05-12,39091.0,1678.32,BP
AMJK,B34A308,2023-05-30,38620.0,1683.84,BP
AMJK,B34A309,2023-06-13,38455.0,1687.2,BP
AMJK,B34A311,2023-05-16,38940.0,3282.84,BP
AMJK,B34A320,2023-04-19,35643.0,2015.76,BP
AMJK,B34A325,2023-05-12,38754.0,2208.98,BP
AMJK,B34A330,2023-05-08,33151.0,3332.16,BP
AMJK,B34A331,2023-06-02,38079.0,2457.0,BP
AMJK,B34A332,2023-05-23,36341.0,2695.68,BP
AMJK,B34A333,2023-05-31,36458.0,2457.0,BP
AMJK,B34A345,2023-05-09,2802.0,713.1,BP
AMJK,B34A346,2023-05-15,31474.0,2430.56,BP
AMJK,B34A348,2023-07-10,37728.0,2667.6,BP
AMJK,B34A351,2023-05-22,32427.0,1509.44,BP
AMJK,B34A355,2023-04-24,38226.0,3851.82,BP
AMJK,B34A356,2023-04-22,37648.0,3851.82,BP
AMJK,B34A357,2023-04-25,37778.0,3833.85,BP
AMJK,B34A358,2023-05-16,36808.0,3779.94,BP
AMJK,B34A359,2023-04-21,34295.0,1971.36,BP
AMJK,B34A367,2023-06-05,37129.0,0.0,BP
AMJK,B34A374,2023-05-30,4441.0,839.03,BP
AMJK,B34A375,2023-05-12,38079.0,0.0,BP
AMJK,B34A376,2023-06-06,37778.0,2382.72,BP
AMJK,B34A377,2023-05-23,38470.0,0.0,BP
AMJK,B34A415,2023-06-07,33886.0,2280.0,BP
AMJK,B34A416,2023-04-25,35470.0,2559.34,BP
AMJK,B34A435,2023-04-28,34504.0,2818.48,BP
AMJK,B34A439,2023-05-03,36925.0,2509.65,BP
AMJK,B34A446,2023-05-23,3066.0,694.52,BP
AMJK,B34A449,2023-06-26,41089.0,3428.84,BP
AMJK,B34A457,2023-06-13,35618.0,0.0,BP
