Site,BL_Number,Truck_Appointment_Date,BL_weight,Freight_Amount,Product_Group
AMJK,W41A107,2024-01-10,1705.0,322.39,SW
AMJK,W41A108,2024-01-23,31354.0,1144.94,SW
AMJK,W41A110,2024-01-11,33549.0,2848.15,SW
AMJK,W41A114,2024-02-07,33440.0,3853.47,SW
AMJK,W41A115,2024-01-16,24443.0,2625.07,SW
AMJK,W41A118,2024-01-18,2270.0,494.97,SW
AMJK,W41A123,2024-01-12,3180.0,1233.45,SW
AMJK,W41A127,2024-01-10,8710.0,332.34,SW
AMJK,W41A128,2024-01-05,38541.0,1987.72,SW
AMJK,W41A131,2024-01-11,5946.0,996.42,SW
AMJK,W41A132,2024-01-12,34742.0,3378.0,SW
AMJK,W41A137,2024-01-11,2230.0,485.22,SW
AMJK,W41A140,2024-01-09,38610.0,2147.04,SW
AMJK,W41A141,2024-01-10,38610.0,2147.04,SW
AMJK,W41A142,2024-01-15,38610.0,2487.84,SW
AMJK,W41A144,2024-01-09,35090.0,2568.26,SW
AMJK,W41A145,2024-01-08,40456.0,2499.2,SW
AMJK,W41A146,2024-01-09,34218.0,3035.4,SW
AMJK,W41A149,2024-01-11,32066.0,3005.87,SW
AMJK,W41A156,2024-01-19,8604.0,612.55,SW
AMJK,W41A157,2024-02-09,37590.0,2671.26,SW
AMJK,W41A160,2024-01-25,35319.0,1100.0,SW
AMJK,W41A161,2024-02-09,28272.0,1918.0,SW
AMJK,W41A166,2024-01-12,35606.0,1833.4,SW
AMJK,W41A167,2024-02-13,2520.0,398.73,SW
AMJK,W41A168,2024-01-11,1659.0,238.41,SW
AMJK,W41A169,2024-01-25,27993.0,2698.75,SW
AMJK,W41A170,2024-01-22,2298.0,551.05,SW
AMJK,W41A172,2024-01-12,842.0,556.77,SW
AMJK,W41A176,2024-01-12,842.0,329.55,SW
AMJK,W41A177,2024-02-13,10318.0,1941.66,SW
AMJK,W41A179,2024-01-17,30858.0,3160.98,SW
AMJK,W41A182,2024-01-29,16668.0,784.32,SW
AMJK,W41A184,2024-01-08,31304.0,3423.29,SW
AMJK,W41A191,2024-01-23,31720.0,2931.34,SW
AMJK,W41A192,2024-01-17,3226.0,0.0,SW
AMJK,W41A194,2024-01-24,3122.0,0.0,SW
AMJK,W41A196,2024-01-11,35676.0,1931.8,SW
AMJK,W41A197,2024-01-16,7200.0,843.0,SW
AMJK,W41A199,2024-01-09,6468.0,233.69,SW
AMJK,W41A200,2024-01-30,24220.0,3177.37,SW
AMJK,W41A201,2024-01-09,732.0,234.7,SW
AMJK,W41A203,2024-01-31,2304.0,475.34,SW
AMJK,W41A207,2024-02-09,35508.0,0.0,SW
AMJK,W41A210,2024-01-15,39168.0,3758.7,SW
AMJK,W41A211,2024-01-31,38918.0,1978.56,SW
AMJK,W41A215,2024-01-09,38664.0,3014.64,SW
AMJK,W41A221,2024-01-18,4861.0,1274.17,SW
AMJK,W41A222,2024-02-23,29120.0,3793.25,SW
AMJK,W41A224,2024-01-18,28480.0,4783.31,SW
AMJK,W41A228,2024-01-10,2560.0,399.07,SW
AMJK,W41A237,2024-01-10,33135.0,3385.11,SW
AMJK,W41A238,2024-01-17,7446.0,875.28,SW
AMJK,W41A239,2024-01-17,30649.0,1272.12,SW
AMJK,W41A243,2024-01-19,35959.0,5118.28,SW
AMJK,W41A244,2024-01-10,24438.0,6149.62,SW
AMJK,W41A246,2024-01-11,4392.0,272.65,SW
AMJK,W41A247,2024-01-31,2928.0,238.66,SW
AMJK,W41A248,2024-01-12,1830.0,152.69,SW
AMJK,W41A249,2024-02-07,1830.0,152.69,SW
AMJK,W41A253,2024-01-26,30646.0,2389.75,SW
AMJK,W41A254,2024-01-26,18029.0,3071.0,SW
AMJK,W41A255,2024-01-15,37182.0,2314.92,SW
AMJK,W41A257,2024-01-18,25523.0,2533.34,SW
AMJK,W41A267,2024-01-11,36765.0,1000.0,SW
AMJK,W41A268,2024-02-17,37284.0,1655.5,SW
AMJK,W41A270,2024-01-09,37212.0,2147.04,SW
AMJK,W41A274,2024-01-15,38676.0,600.0,SW
AMJK,W41A277,2024-01-26,25892.0,1987.27,SW
AMJK,W41A279,2024-01-10,38664.0,1672.97,SW
AMJK,W41A283,2024-01-11,29719.0,3436.0,SW
AMJK,W41A284,2024-01-10,1685.0,382.72,SW
AMJK,W41A285,2024-01-25,34658.0,2954.0,SW
AMJK,W41A287,2024-01-12,8322.0,710.16,SW
AMJK,W41A289,2024-01-15,6305.0,329.59,SW
AMJK,W41A291,2024-01-31,36351.0,2865.38,SW
AMJK,W41A293,2024-01-29,38126.0,2954.0,SW
AMJK,W41A296,2024-01-23,1513.0,216.84,SW
AMJK,W41A298,2024-02-13,37196.0,2455.11,SW
AMJK,W41A299,2024-02-13,38160.0,1987.72,SW
AMJK,W41A306,2024-01-10,744.0,143.63,SW
AMJK,W41A308,2024-02-02,17524.0,3514.96,SW
AMJK,W41A310,2024-01-29,31097.0,3660.85,SW
AMJK,W41A312,2024-01-15,7235.0,0.0,SW
AMJK,W41A313,2024-01-23,24417.0,1100.0,SW
AMJK,W41A316,2024-02-16,29840.0,2344.84,SW
AMJK,W41A318,2024-01-12,1280.0,307.88,SW
AMJK,W41A319,2024-01-12,19032.0,3966.8,SW
AMJK,W41A320,2024-01-26,1407.0,118.04,SW
AMJK,W41A322,2024-01-19,4106.0,798.1,SW
AMJK,W41A323,2024-02-15,27360.0,3266.04,SW
AMJK,W41A325,2024-01-16,18622.0,3334.0,SW
AMJK,W41A328,2024-01-11,2522.0,137.8,SW
AMJK,W41A329,2024-01-10,3652.0,669.56,SW
AMJK,W41A331,2024-01-30,6498.0,582.88,SW
AMJK,W41A334,2024-01-15,37605.0,2962.0,SW
AMJK,W41A336,2024-01-15,2560.0,599.14,SW
AMJK,W41A337,2024-01-29,5530.0,207.97,SW
AMJK,W41A338,2024-01-15,35676.0,1036.04,SW
AMJK,W41A340,2024-01-15,982.0,241.64,SW
AMJK,W41A341,2024-01-11,2560.0,424.01,SW
AMJK,W41A344,2024-01-18,27768.0,2099.54,SW
AMJK,W41A349,2024-01-15,21802.0,2206.0,SW
AMJK,W41A353,2024-01-12,25862.0,5864.5,SW
AMJK,W41A363,2024-01-11,1659.0,302.43,SW
AMJK,W41A366,2024-01-16,1261.0,118.04,SW
AMJK,W41A367,2024-01-13,22052.0,2941.14,SW
AMJK,W41A368,2024-02-06,37622.0,4936.82,SW
AMJK,W41A369,2024-02-02,15028.0,3665.48,SW
AMJK,W41A370,2024-01-22,15641.0,800.0,SW
AMJK,W41A371,2024-02-16,7560.0,1019.02,SW
AMJK,W41A373,2024-02-07,31954.0,1431.04,SW
AMJK,W41A374,2024-01-15,2520.0,481.41,SW
AMJK,W41A375,2024-01-16,2520.0,179.38,SW
AMJK,W41A379,2024-01-15,29017.0,2024.24,SW
AMJK,W41A382,2024-01-31,6400.0,931.87,SW
AMJK,W41A393,2024-01-12,3309.0,235.39,SW
AMJK,W41A395,2024-01-17,19443.0,800.0,SW
AMJK,W41A397,2024-01-12,37474.0,2948.0,SW
AMJK,W41A398,2024-02-14,32376.0,1197.12,SW
AMJK,W41A401,2024-01-30,38286.0,4240.0,SW
AMJK,W41A405,2024-02-14,34206.0,1120.78,SW
AMJK,W41A409,2024-02-14,33478.0,1642.68,SW
AMJK,W41A411,2024-01-18,26968.0,2962.0,SW
AMJK,W41A414,2024-01-24,1915.0,157.59,SW
AMJK,W41A415,2024-02-09,32230.0,3737.67,SW
AMJK,W41A419,2024-01-19,1536.0,252.04,SW
AMJK,W41A423,2024-01-19,36446.0,1987.72,SW
AMJK,W41A424,2024-02-06,39069.0,625.0,SW
AMJK,W41A425,2024-02-28,37581.0,625.0,SW
AMJK,W41A426,2024-01-12,1935.0,490.41,SW
AMJK,W41A430,2024-01-16,11296.0,3872.2,SW
AMJK,W41A432,2024-01-19,37266.0,3672.36,SW
AMJK,W41A436,2024-02-16,38388.0,2033.52,SW
AMJK,W41A439,2024-01-12,2520.0,179.38,SW
AMJK,W41A447,2024-01-22,2268.0,203.28,SW
AMJK,W41A455,2024-02-22,39347.0,2965.52,SW
AMJK,W41A456,2024-01-31,14495.0,2150.72,SW
AMJK,W41A459,2024-01-23,37779.0,3860.09,SW
AMJK,W41A465,2024-01-18,2560.0,370.18,SW
AMJK,W41A468,2024-01-16,3318.0,576.75,SW
AMJK,W41A470,2024-01-26,37526.0,625.0,SW
AMJK,W41A471,2024-01-22,38016.0,625.0,SW
AMJK,W41A480,2024-01-18,3425.0,1015.35,SW
AMJK,W41A486,2024-02-05,8710.0,1527.07,SW
AMJK,W41A488,2024-02-01,14168.0,0.0,SW
AMJK,W41A489,2024-01-29,2894.0,548.44,SW
AMJK,W41A490,2024-01-17,27848.0,3204.0,SW
AMJK,W41A495,2024-01-24,38610.0,2568.26,SW
AMJK,W41A497,2024-01-16,35090.0,2556.0,SW
AMJK,W41A498,2024-01-18,35090.0,2487.84,SW
AMJK,W41A499,2024-01-17,37212.0,2487.84,SW
AMJK,W41A501,2024-02-02,1784.0,284.54,SW
AMJK,W41A502,2024-01-18,33160.0,2976.21,SW
AMJK,W41A504,2024-01-24,2836.0,153.47,SW
AMJK,W41A508,2024-01-19,2520.0,359.34,SW
AMJK,W41A509,2024-01-18,1280.0,269.86,SW
AMJK,W41A512,2024-01-26,24515.0,3181.1,SW
AMJK,W41A518,2024-01-18,1830.0,152.69,SW
AMJK,W41A520,2024-01-15,38522.0,2276.54,SW
AMJK,W41A523,2024-01-30,842.0,236.18,SW
AMJK,W41A524,2024-01-15,1116.0,349.6,SW
AMJK,W41A525,2024-01-15,1116.0,293.26,SW
AMJK,W41A526,2024-01-22,26922.0,1344.0,SW
AMJK,W41A527,2024-01-15,2740.0,502.45,SW
AMJK,W41A528,2024-01-19,4977.0,273.07,SW
AMJK,W41A529,2024-01-31,32294.0,1799.05,SW
AMJK,W41A532,2024-01-17,22066.0,700.0,SW
AMJK,W41A533,2024-01-24,5310.0,1725.83,SW
AMJK,W41A536,2024-01-30,29517.0,625.0,SW
AMJK,W41A540,2024-02-29,31557.0,4023.52,SW
AMJK,W41A543,2024-01-16,36156.0,3404.12,SW
AMJK,W41A549,2024-01-16,38664.0,1145.52,SW
AMJK,W41A555,2024-01-18,27254.0,2836.74,SW
AMJK,W41A557,2024-01-18,2880.0,207.59,SW
AMJK,W41A558,2024-01-26,34685.0,1671.75,SW
AMJK,W41A560,2024-01-30,2924.0,525.58,SW
AMJK,W41A562,2024-02-20,33315.0,1496.95,SW
AMJK,W41A563,2024-02-20,39690.0,1503.06,SW
AMJK,W41A567,2024-01-25,7565.0,345.29,SW
AMJK,W41A568,2024-01-18,36084.0,3008.37,SW
AMJK,W41A570,2024-02-01,30492.0,1289.92,SW
AMJK,W41A571,2024-01-30,25855.0,4076.0,SW
AMJK,W41A572,2024-01-16,1996.0,210.44,SW
AMJK,W41A574,2024-02-26,1659.0,340.92,SW
AMJK,W41A575,2024-01-30,26351.0,0.0,SW
AMJK,W41A576,2024-01-30,30201.0,2700.0,SW
AMJK,W41A577,2024-02-20,2178.0,390.88,SW
AMJK,W41A586,2024-02-27,4560.0,780.6,SW
AMJK,W41A588,2024-02-14,10800.0,451.44,SW
AMJK,W41A596,2024-02-13,2696.0,442.92,SW
AMJK,W41A598,2024-01-17,36740.0,2556.0,SW
AMJK,W41A605,2024-01-18,4238.0,914.36,SW
AMJK,W41A611,2024-02-22,7200.0,1112.83,SW
AMJK,W41A612,2024-01-18,3318.0,576.75,SW
AMJK,W41A614,2024-02-12,22577.0,625.0,SW
AMJK,W41A619,2024-01-25,1331.0,245.08,SW
AMJK,W41A620,2024-01-25,37952.0,3280.0,SW
AMJK,W41A621,2024-02-07,37952.0,3280.0,SW
AMJK,W41A625,2024-01-17,4990.0,809.85,SW
AMJK,W41A627,2024-01-31,1613.0,365.88,SW
AMJK,W41A630,2024-01-25,27768.0,1424.16,SW
AMJK,W41A632,2024-02-15,2100.0,370.24,SW
AMJK,W41A635,2024-01-23,34259.0,4264.94,SW
AMJK,W41A636,2024-02-01,3650.0,254.86,SW
AMJK,W41A638,2024-01-31,35207.0,2976.21,SW
AMJK,W41A640,2024-02-28,35074.0,2842.56,SW
AMJK,W41A642,2024-01-19,29081.0,4160.44,SW
AMJK,W41A645,2024-02-07,37597.0,2777.7,SW
AMJK,W41A650,2024-02-23,25315.0,3254.96,SW
AMJK,W41A653,2024-02-22,35311.0,3052.51,SW
AMJK,W41A657,2024-01-22,38458.0,2065.76,SW
AMJK,W41A658,2024-01-23,37022.0,850.0,SW
AMJK,W41A659,2024-01-19,3318.0,207.06,SW
AMJK,W41A665,2024-01-26,1260.0,329.83,SW
AMJK,W41A668,2024-02-20,38016.0,2033.52,SW
AMJK,W41A670,2024-02-12,38440.0,1987.72,SW
AMJK,W41A673,2024-02-07,38360.0,1987.72,SW
AMJK,W41A676,2024-01-22,2740.0,396.74,SW
AMJK,W41A678,2024-01-29,2230.0,192.14,SW
AMJK,W41A679,2024-01-29,19035.0,0.0,SW
AMJK,W41A681,2024-01-26,37304.0,2314.92,SW
AMJK,W41A683,2024-01-22,25576.0,3510.9,SW
AMJK,W41A684,2024-01-24,5374.0,771.56,SW
AMJK,W41A692,2024-01-19,30320.0,2876.32,SW
AMJK,W41A695,2024-01-30,5530.0,1035.33,SW
AMJK,W41A696,2024-02-23,21066.0,3751.93,SW
AMJK,W41A698,2024-01-18,2322.0,405.04,SW
AMJK,W41A699,2024-01-22,30914.0,3019.7,SW
AMJK,W41A700,2024-02-14,1260.0,383.66,SW
AMJK,W41A702,2024-03-06,13824.0,3034.52,SW
AMJK,W41A703,2024-01-24,2364.0,438.36,SW
AMJK,W41A710,2024-02-27,38808.0,2867.59,SW
AMJK,W41A711,2024-03-18,38808.0,2937.33,SW
AMJK,W41A714,2024-01-25,19400.0,650.0,SW
AMJK,W41A715,2024-01-25,34938.0,3188.92,SW
AMJK,W41A717,2024-01-25,37285.0,1978.56,SW
AMJK,W41A718,2024-02-12,37672.0,2548.76,SW
AMJK,W41A723,2024-02-08,26500.0,1171.4,SW
AMJK,W41A724,2024-02-08,21625.0,3610.4,SW
AMJK,W41A726,2024-02-03,34979.0,2266.97,SW
AMJK,W41A728,2024-02-09,34126.0,2039.31,SW
AMJK,W41A729,2024-01-29,2128.0,238.71,SW
AMJK,W41A730,2024-02-02,4992.0,279.54,SW
AMJK,W41A732,2024-01-31,10752.0,1449.92,SW
AMJK,W41A735,2024-01-30,6636.0,259.5,SW
AMJK,W41A736,2024-03-05,38841.0,3533.79,SW
AMJK,W41A737,2024-01-23,1280.0,0.0,SW
AMJK,W41A742,2024-01-24,3786.0,482.89,SW
AMJK,W41A743,2024-01-30,4851.0,263.33,SW
AMJK,W41A744,2024-01-25,33271.0,2775.0,SW
AMJK,W41A746,2024-01-23,21378.0,6516.34,SW
AMJK,W41A751,2024-01-22,37774.0,4256.9,SW
AMJK,W41A755,2024-02-12,38132.0,1987.72,SW
AMJK,W41A756,2024-01-25,3783.0,785.74,SW
AMJK,W41A760,2024-02-21,4601.0,731.24,SW
AMJK,W41A761,2024-03-14,37500.0,599.85,SW
AMJK,W41A763,2024-01-22,35703.0,1593.2,SW
AMJK,W41A764,2024-01-24,38610.0,2147.04,SW
AMJK,W41A765,2024-01-23,35090.0,2499.2,SW
AMJK,W41A766,2024-01-23,35090.0,2499.2,SW
AMJK,W41A767,2024-01-24,37212.0,2568.26,SW
AMJK,W41A772,2024-02-07,30004.0,1643.58,SW
AMJK,W41A776,2024-01-30,842.0,298.53,SW
AMJK,W41A779,2024-02-05,34026.0,5028.71,SW
AMJK,W41A780,2024-02-02,22232.0,2095.21,SW
AMJK,W41A782,2024-02-12,39468.0,625.0,SW
AMJK,W41A784,2024-03-07,2560.0,412.7,SW
AMJK,W41A785,2024-02-06,34625.0,2488.32,SW
AMJK,W41A786,2024-02-06,34485.0,3240.47,SW
AMJK,W41A787,2024-02-07,35146.0,2911.63,SW
AMJK,W41A789,2024-02-06,34715.0,3384.8,SW
AMJK,W41A792,2024-01-24,7446.0,355.97,SW
AMJK,W41A793,2024-01-30,2560.0,381.9,SW
AMJK,W41A794,2024-02-06,2978.0,336.55,SW
AMJK,W41A804,2024-02-14,8640.0,1372.58,SW
AMJK,W41A810,2024-01-24,33777.0,3434.75,SW
AMJK,W41A813,2024-02-16,19916.0,600.0,SW
AMJK,W41A820,2024-01-25,35846.0,3003.12,SW
AMJK,W41A830,2024-02-23,36700.0,2353.92,SW
AMJK,W41A831,2024-01-24,32432.0,2120.3,SW
AMJK,W41A834,2024-02-14,4386.0,664.67,SW
AMJK,W41A835,2024-01-30,38432.0,1978.56,SW
AMJK,W41A836,2024-02-08,38326.0,1987.72,SW
AMJK,W41A837,2024-02-22,38064.0,2033.52,SW
AMJK,W41A838,2024-01-24,33582.0,2292.24,SW
AMJK,W41A839,2024-02-23,4320.0,673.45,SW
AMJK,W41A841,2024-01-23,38253.0,2904.18,SW
AMJK,W41A843,2024-02-09,2345.0,438.99,SW
AMJK,W41A846,2024-02-27,41296.0,1886.8,SW
AMJK,W41A847,2024-02-07,28922.0,750.0,SW
AMJK,W41A848,2024-01-30,5878.0,315.79,SW
AMJK,W41A851,2024-02-09,38585.0,2711.84,SW
AMJK,W41A853,2024-03-22,18252.0,625.0,SW
AMJK,W41A854,2024-01-30,9556.0,318.03,SW
AMJK,W41A855,2024-02-23,32844.0,3384.93,SW
AMJK,W41A859,2024-02-07,36653.0,2327.04,SW
AMJK,W41A861,2024-01-25,29568.0,2385.6,SW
AMJK,W41A862,2024-01-24,3612.0,238.66,SW
AMJK,W41A863,2024-01-26,34677.0,3618.0,SW
AMJK,W41A867,2024-03-05,37213.0,3087.36,SW
AMJK,W41A869,2024-02-07,3318.0,238.66,SW
AMJK,W41A873,2024-01-30,37499.0,650.0,SW
AMJK,W41A875,2024-01-26,1269.0,194.06,SW
AMJK,W41A876,2024-01-23,35090.0,2240.55,SW
AMJK,W41A878,2024-01-24,37212.0,2298.0,SW
AMJK,W41A881,2024-01-24,2520.0,359.34,SW
AMJK,W41A886,2024-01-24,5076.0,896.07,SW
AMJK,W41A887,2024-02-13,3226.0,0.0,SW
AMJK,W41A893,2024-01-26,11596.0,2584.0,SW
AMJK,W41A893,2024-02-02,23192.0,2116.53,SW
AMJK,W41A894,2024-02-02,23192.0,2277.0,SW
AMJK,W41A895,2024-02-02,27768.0,2099.54,SW
AMJK,W41A904,2024-01-26,2232.0,639.74,SW
AMJK,W41A906,2024-01-30,26275.0,1152.85,SW
AMJK,W41A908,2024-02-05,22338.0,650.0,SW
AMJK,W41A909,2024-01-29,7566.0,581.96,SW
AMJK,W41A913,2024-01-29,16895.0,6696.12,SW
AMJK,W41A914,2024-02-05,30727.0,3331.9,SW
AMJK,W41A916,2024-01-30,26668.0,3521.5,SW
AMJK,W41A919,2024-03-11,28519.0,836.0,SW
AMJK,W41A920,2024-02-06,38698.0,2015.2,SW
AMJK,W41A923,2024-02-05,1659.0,480.8,SW
AMJK,W41A927,2024-02-07,2250.0,539.61,SW
AMJK,W41A928,2024-02-05,20213.0,6156.22,SW
AMJK,W41A929,2024-03-08,6440.0,632.9,SW
AMJK,W41A932,2024-01-29,2764.0,145.34,SW
AMJK,W41A935,2024-01-25,6359.0,841.43,SW
AMJK,W41A938,2024-02-13,36570.0,2015.2,SW
AMJK,W41A940,2024-02-28,38646.0,2006.04,SW
AMJK,W41A942,2024-01-31,38210.0,1987.72,SW
AMJK,W41A944,2024-01-26,38038.0,1978.56,SW
AMJK,W41A945,2024-02-26,30060.0,3361.7,SW
AMJK,W41A946,2024-02-13,7680.0,1215.76,SW
AMJK,W41A948,2024-01-24,38250.0,2049.84,SW
AMJK,W41A952,2024-01-25,1818.0,268.63,SW
AMJK,W41A961,2024-02-15,842.0,271.35,SW
AMJK,W41A963,2024-01-26,7331.0,274.26,SW
AMJK,W41A970,2024-01-31,25777.0,2600.0,SW
AMJK,W41A972,2024-01-30,892.0,282.65,SW
AMJK,W41A973,2024-01-29,26557.0,2300.0,SW
AMJK,W41A975,2024-01-25,2506.0,171.42,SW
AMJK,W41A976,2024-01-25,3318.0,238.66,SW
AMJK,W41A977,2024-01-26,744.0,191.0,SW
AMJK,W41A979,2024-01-30,37521.0,4163.64,SW
AMJK,W41A980,2024-01-25,4977.0,410.54,SW
AMJK,W41A981,2024-01-29,15360.0,1771.0,SW
AMJK,W41A983,2024-01-26,5370.0,789.03,SW
AMJK,W41A989,2024-02-15,37340.0,2033.52,SW
AMJK,W41A991,2024-03-21,11616.0,599.85,SW
AMJK,W41A993,2024-02-15,5382.0,1055.13,SW
AMJK,W41A995,2024-01-30,38664.0,1676.9,SW
AMJK,W41A996,2024-02-22,38400.0,2033.52,SW
AMJK,W41A997,2024-02-15,2750.0,501.27,SW
AMJK,W41A999,2024-02-01,7107.0,970.76,SW
AMJK,W41B005,2024-01-30,29880.0,3036.61,SW
AMJK,W41B012,2024-02-01,37813.0,1987.72,SW
AMJK,W41B013,2024-02-12,37663.0,6764.52,SW
AMJK,W41B014,2024-03-12,38511.0,2015.2,SW
AMJK,W41B016,2024-01-27,38560.0,3772.0,SW
AMJK,W41B018,2024-02-22,7614.0,782.06,SW
AMJK,W41B019,2024-01-26,38388.0,3584.0,SW
AMJK,W41B021,2024-01-30,26524.0,1876.62,SW
AMJK,W41B022,2024-02-06,1156.0,118.04,SW
AMJK,W41B027,2024-02-23,26315.0,2429.76,SW
AMJK,W41B035,2024-02-27,15300.0,1496.95,SW
AMJK,W41B036,2024-02-05,2522.0,623.09,SW
AMJK,W41B037,2024-02-12,5435.0,328.64,SW
AMJK,W41B039,2024-02-07,3447.0,207.86,SW
AMJK,W41B040,2024-02-07,1348.0,306.18,SW
AMJK,W41B041,2024-02-23,37791.0,3782.3,SW
AMJK,W41B043,2024-02-01,5856.0,495.89,SW
AMJK,W41B044,2024-02-21,1263.0,435.67,SW
AMJK,W41B052,2024-03-28,7188.0,1274.36,SW
AMJK,W41B053,2024-02-06,27585.0,4537.76,SW
AMJK,W41B054,2024-01-29,3840.0,435.23,SW
AMJK,W41B055,2024-01-24,2815.0,162.21,SW
AMJK,W41B060,2024-02-15,1068.0,282.87,SW
AMJK,W41B061,2024-01-29,1685.0,118.04,SW
AMJK,W41B064,2024-01-10,23260.0,2056.64,SW
AMJK,W41B066,2024-02-16,38150.0,2387.64,SW
AMJK,W41B068,2024-02-01,25051.0,850.0,SW
AMJK,W41B069,2024-02-01,3318.0,238.66,SW
AMJK,W41B078,2024-01-31,27768.0,1424.16,SW
AMJK,W41B086,2024-01-27,38610.0,2135.68,SW
AMJK,W41B087,2024-01-29,38610.0,2487.84,SW
AMJK,W41B088,2024-01-29,35090.0,2556.0,SW
AMJK,W41B089,2024-01-30,35090.0,2135.68,SW
AMJK,W41B090,2024-01-31,37212.0,2487.84,SW
AMJK,W41B091,2024-02-01,2538.0,184.9,SW
AMJK,W41B095,2024-02-13,34150.0,3126.69,SW
AMJK,W41B099,2024-01-31,2506.0,874.67,SW
AMJK,W41B100,2024-02-16,19048.0,5617.37,SW
AMJK,W41B101,2024-01-31,5800.0,1282.97,SW
AMJK,W41B104,2024-02-05,1338.0,302.43,SW
AMJK,W41B105,2024-01-10,18210.0,2603.54,SW
AMJK,W41B108,2024-02-01,29162.0,2290.28,SW
AMJK,W41B110,2024-01-31,5595.0,740.0,SW
AMJK,W41B113,2024-02-12,4445.0,581.54,SW
AMJK,W41B118,2024-01-30,2836.0,796.8,SW
AMJK,W41B123,2024-02-16,35886.0,2033.52,SW
AMJK,W41B127,2024-03-07,5555.0,474.11,SW
AMJK,W41B128,2024-02-13,38920.0,1987.72,SW
AMJK,W41B134,2024-01-16,35942.0,2214.04,SW
AMJK,W41B136,2024-01-31,949.0,118.04,SW
AMJK,W41B137,2024-01-12,2230.0,485.22,SW
AMJK,W41B138,2024-01-31,34448.0,3164.16,SW
AMJK,W41B139,2024-02-06,5174.0,389.51,SW
AMJK,W41B144,2024-01-31,5120.0,745.49,SW
AMJK,W41B147,2024-02-06,3732.0,435.23,SW
AMJK,W41B151,2024-01-31,32656.0,1711.16,SW
AMJK,W41B152,2024-02-06,31644.0,3193.75,SW
AMJK,W41B154,2024-01-30,23431.0,3403.85,SW
AMJK,W41B156,2024-02-14,6935.0,359.66,SW
AMJK,W41B157,2024-02-29,4608.0,577.55,SW
AMJK,W41B163,2024-02-13,2520.0,328.25,SW
AMJK,W41B164,2024-02-01,2424.0,335.53,SW
AMJK,W41B165,2024-01-31,35091.0,2042.06,SW
AMJK,W41B166,2024-01-16,39023.0,2002.5,SW
AMJK,W41B168,2024-02-02,37455.0,3635.8,SW
AMJK,W41B170,2024-02-12,33806.0,3366.64,SW
AMJK,W41B173,2024-02-14,33424.0,3489.24,SW
AMJK,W41B174,2024-01-31,38173.0,5818.04,SW
AMJK,W41B177,2024-02-08,35291.0,3532.4,SW
AMJK,W41B178,2024-02-02,39394.0,3439.24,SW
AMJK,W41B179,2024-01-23,27495.0,3180.95,SW
AMJK,W41B184,2024-01-31,27168.0,645.0,SW
AMJK,W41B186,2024-03-12,35852.0,2363.4,SW
AMJK,W41B187,2024-02-06,31795.0,2345.95,SW
AMJK,W41B189,2024-02-15,5788.0,491.79,SW
AMJK,W41B195,2024-02-08,1489.0,118.04,SW
AMJK,W41B196,2024-02-21,1471.0,263.51,SW
AMJK,W41B198,2024-03-07,6300.0,617.92,SW
AMJK,W41B199,2024-02-16,3115.0,747.86,SW
AMJK,W41B202,2024-02-13,19916.0,2551.56,SW
AMJK,W41B203,2024-02-07,7056.0,565.88,SW
AMJK,W41B205,2024-01-31,4770.0,187.57,SW
AMJK,W41B224,2024-02-06,4848.0,799.65,SW
AMJK,W41B229,2024-02-23,36590.0,5982.57,SW
AMJK,W41B230,2024-01-31,4977.0,465.25,SW
AMJK,W41B231,2024-02-02,1532.0,536.96,SW
AMJK,W41B234,2024-02-14,38640.0,1656.58,SW
AMJK,W41B236,2024-02-02,2364.0,407.8,SW
AMJK,W41B237,2024-01-19,3484.0,773.92,SW
AMJK,W41B241,2024-02-14,3210.0,172.43,SW
AMJK,W41B243,2024-01-23,2522.0,368.83,SW
AMJK,W41B244,2024-03-11,37336.0,1900.0,SW
AMJK,W41B245,2024-02-27,20124.0,4253.2,SW
AMJK,W41B247,2024-01-31,34559.0,1521.64,SW
AMJK,W41B248,2024-03-11,34102.0,2183.2,SW
AMJK,W41B252,2024-02-15,37292.0,3556.35,SW
AMJK,W41B255,2024-03-07,37715.0,2363.4,SW
AMJK,W41B257,2024-01-24,35304.0,2292.62,SW
AMJK,W41B262,2024-02-16,3318.0,767.71,SW
AMJK,W41B266,2024-02-05,29622.0,1106.28,SW
AMJK,W41B267,2024-01-22,29099.0,1286.52,SW
AMJK,W41B273,2024-02-05,38049.0,600.0,SW
AMJK,W41B274,2024-01-15,36323.0,648.71,SW
AMJK,W41B278,2024-02-15,5417.0,777.68,SW
AMJK,W41B279,2024-03-13,39220.0,2977.8,SW
AMJK,W41B280,2024-03-13,38127.0,3034.52,SW
AMJK,W41B283,2024-02-05,22713.0,3296.31,SW
AMJK,W41B285,2024-02-02,33031.0,5891.44,SW
AMJK,W41B286,2024-03-19,31954.0,1052.5,SW
AMJK,W41B288,2024-03-19,31954.0,1451.68,SW
AMJK,W41B293,2024-04-01,25028.0,1161.5,SW
AMJK,W41B294,2024-02-09,37964.0,1987.72,SW
AMJK,W41B295,2024-01-17,30123.0,1561.56,SW
AMJK,W41B296,2024-01-24,1382.0,212.88,SW
AMJK,W41B297,2024-02-05,1684.0,833.37,SW
AMJK,W41B299,2024-02-01,2520.0,156.27,SW
AMJK,W41B303,2024-03-07,3710.0,252.9,SW
